_virtualenv-burrito,2.0.5,https://raw.github.com/brainsik/virtualenv-burrito/master/virtualenv-burrito.py,34851089c91f5483dc7934d3b87cfb7d3c16166e
distribute,0.6.24,https://pypi.python.org/packages/source/d/distribute/distribute-0.6.24.tar.gz,17722b22141aba8235787f79800cc452
virtualenv,1.6.4,https://pypi.python.org/packages/source/v/virtualenv/virtualenv-1.6.4.tar.gz,eeaae3a84d9076577996a02951afc78b8e947067
virtualenvwrapper,2.10.1,https://pypi.python.org/packages/source/v/virtualenvwrapper/virtualenvwrapper-2.10.1.tar.gz,36fd2ad8f3a5580954632187b42a621c
